age,educational-num,hours-per-week,gender_encoded,race_encoded,marital-status_Divorced,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,prediction,true_label
-1.7210751941613853,0.7444483960326761,-1.1687610399641561,-0.021899661049246788,0.043127451688051224,-0.00023038070648908615,0.0,-0.8848874267283827,0.0009057936072349548,-0.04680940381251276,0.0,-0.0010908910632133485,0,0
0.5103806753316894,-0.47806587341765405,0.07451950324233621,-0.21594057853799314,0.05693574147298932,0.0006911421194672584,0.0,-0.8768575119413435,0.0,0.03312677579931915,0.0023399580270051954,-0.0007402132451534272,0,0
0.6445163151295855,1.6364897199440747,-0.9181112253968604,-0.15493852194631472,0.046890467745251956,0.0006911421194672584,0.0,-0.8469606905151159,-0.0006561807543039322,0.018887141942977904,0.0008940907940268517,-0.0010908910632133485,0,0
-0.7522091756691225,0.15983724870253355,0.17186936056939886,0.11337370949797332,0.05886279079597443,-0.00023038070648908615,0.0,-0.8091530178114772,0.0,-0.03142732443287968,0.0,-0.002209768146276474,0,0
-1.6551724389824085,0.7047020407486707,-1.3236561247427017,0.05833725227043032,0.051912002312019465,-0.00023038070648908615,0.0,-0.7220964963547886,-0.0008474662527441978,-0.04831673094071448,0.0,-0.0013848020508885383,0,0
-2.616518540312536,-0.9977037313953042,-0.8277666985231917,-0.07321539609692991,0.04471134367398918,-0.00023038070648908615,0.0,-0.7685350454458967,0.0007295253127813339,-0.05474800135940314,0.0014372234418988227,-0.0002467377483844757,0,0
-1.878146303477697,-0.544563432270661,-0.2997570529789664,-0.15717803188133986,0.050257799942046405,-0.00023038070648908615,0.0,-0.8629715200094507,0.0,-0.07574974787421525,0.0014372234418988227,-0.0007402132451534272,0,0
0.4025771458912641,-0.0920573952444829,0.573087529563345,0.03915092630777508,0.030703067551366984,-0.00023038070648908615,0.0,1.038718237031717,0.0,0.019735747268423438,0.000567404106259346,-0.0022174393385648726,1,0
0.5621349412016571,-0.042846996482112445,0.1471108622965403,0.041230540326796475,0.03434417923446745,-0.00023038070648908615,0.0,1.1419738344312647,0.0,0.01999787180684507,0.000567404106259346,-0.002209768146276474,1,1
-2.6400405989214777,-0.9775445249164477,-0.9877709370618686,0.07911571701057256,0.035366782946512104,-0.00023038070648908615,0.0,-0.6065757682686672,-0.0010237345471978188,-0.05474800135940314,0.00043221037834882735,-0.0005406487360596657,0,0
0.48536585934925824,-0.02611357215791941,-0.8914921958954074,0.20444857176393272,0.039613079810515046,-0.00023038070648908615,0.0,1.3814648783020675,0.0009057936072349548,0.016925900336354972,0.001010400801897049,-0.0002467377483844757,1,1
0.4525515343854204,-0.08607026480138302,0.454201421039179,-0.040851125980261714,-0.22340436242055148,-0.00023038070648908615,0.0,1.2257582921255379,0.0,0.022871562875807286,0.000567404106259346,-0.0007402132451534272,1,1
0.5127095461310819,1.664439238673076,0.7154207643982954,0.05113379976246506,0.030263692955486476,-0.0027645684778690336,0.0,0.8597157172695734,-0.0005633432045578957,0.017648304933682083,0.0003765147551894188,-0.005701421499252319,1,1
0.502743573137559,-0.02285128820454702,0.6741356062376872,0.125257751904428,0.036450021690689026,0.009675989672541619,0.0,-0.7120687929354608,-0.0005633432045578957,0.015893985675647856,0.0003765147551894188,-0.0051233571022748945,0,0
-2.8347945332946254,-0.6280615657102316,0.057628310739528385,-0.16682104617822915,0.04928369767963886,-0.00023038070648908615,0.0,-0.8486317841848359,0.0,-0.060371635993942616,0.0014372234418988227,-0.0007402132451534272,0,0
0.3002911873487756,0.7723798060230911,0.49018844494363295,0.026327312444336712,0.032142013926059004,-0.00023038070648908615,0.0,0.98134276406141,0.0,0.02434135876595974,0.0,-0.003053921461105347,1,1
0.6064581359969452,-0.02047169250436127,-0.021486177139449864,0.14617503790184855,-0.029267003391869367,0.0006911421194672584,0.0,-0.7572505700704641,0.0,0.01933821658603847,0.000567404106259346,-0.002209768146276474,0,1
-1.7608870351035149,0.7292775702290237,-0.7085984049900435,-0.13724152536597103,0.04454193808138371,-0.00023038070648908615,0.0,-0.8990700004715473,0.0,-0.04864271513186395,0.0,-0.0015843665599822997,0,0
-2.7088413068349473,-1.0913819778803735,0.02877773080719635,-0.22619284732732922,0.04518283913843334,-0.00023038070648908615,0.0,-0.7526742195477709,0.0,-0.060371635993942616,0.0014372234418988227,-0.0007402132451534272,0,0
