age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,race_encoded,sex_encoded,sample_id
0.05160583164348888,-0.0010183278277205924,-0.07011807941792843,-0.0030919747747248038,-0.0009702694932154069,-0.016936125066907455,0.008841750990056123,-0.046890139163588175,0
-0.04931963448664949,-0.0011772099358495324,0.08326239577242328,-0.0032196437454937647,-0.0019980544690042733,-0.02808858256903477,-0.010419472857999304,0.0149460128430898,1
-0.0305875555583043,-0.001023929011231909,-0.07314467325534982,-0.0024649310507811606,-0.0008671515000363191,-0.023529203532962128,0.008646094952321921,0.015196777882132058,2
0.04019861869358768,-0.001278254723486801,0.016833551192151693,-0.0038789091563861196,-0.0010884375311434268,-0.013306644957629033,-0.008004606930383792,0.01463178360524277,3
0.0007734089779357115,0.007640917061750466,-0.06386161720826446,-0.004486299985243628,-0.0006543122658816476,0.07093658705125563,-0.0072797266067937015,0.013591439498122781,4
-0.031084418794489466,-0.001193656357160459,0.01481232639537969,-0.0029607415044059357,-0.0014845337563504776,-0.023942279633289824,0.007217462884727866,0.013707356868932645,5
0.0436375199254447,-0.0008554683901214351,0.14083391361054964,0.035617714914648484,-0.001849721335262681,-0.008732832124223933,0.008876093179181529,-0.042664652607830554,6
0.019599623407702892,-0.0011087105260230601,-0.06235114189524514,-0.003337842968176119,-0.00026920869325598083,-0.036459052573385026,-0.009099657928648716,0.017002417528419755,7
-0.009427888936867627,-0.0011974069095837573,-0.08437919812470986,-0.0033311545421990255,-0.0004899199780387183,-0.020951134878365942,-0.01686445505474694,0.01423268720197181,8
0.021390900074038655,-0.0009848483721725642,-0.07793118323897943,-0.003283866197064829,-0.00026920869325598083,-0.03190497949253768,-0.019153918001878385,0.016117059030996948,9
-0.003938293236812266,-0.0010800649606001874,-0.03592356695056272,-0.0036182079813443123,-0.0005521553064075609,-0.002237521845381707,-0.006663046913066258,0.015429517236771061,10
0.026751822495134546,-0.0008073968385967115,-0.07118982220999896,-0.0029568223408811415,-0.00044702811477084954,-0.029395622719312085,0.010154208057792857,0.01669635196934299,11
0.0116796782395492,-0.0007787202213269969,-0.07566390035790391,-0.003828776755835861,-0.00026920869325598083,-0.03768537327317366,-0.018425730563467368,0.016207885229960084,12
0.006264954591946055,-0.0013075024704448878,-0.07021541918705528,-0.0030681863659992813,-0.0004654552903957665,-0.020717945295230796,-0.007371136722698187,-0.041727932501817125,13
-0.04190273593315699,-0.0013507863545479874,-0.0749696664706183,-0.0023174822485695283,-0.0007381227876370152,-0.025417268471210265,-0.007715342189961423,0.015117752586957068,14
-0.06445141934479276,-0.0011564395274035633,-0.06875851571773334,-0.0030439079777958493,-0.0014926923477711776,0.056553530246795464,-0.004952018481950897,0.012118007196113468,15
-0.03567469126816528,-0.001085466945854326,-0.07895567938685417,-0.002245647052768618,-0.0005704984650947154,-0.028498792900548627,-0.01797602025908418,-0.039911507003125735,16
-0.04080960455564006,-0.001544555261110266,-0.08260568824286262,-0.0025109628991534312,-0.0007303682194712261,-0.015244236875635883,-0.007011438108747825,0.014237267531765003,17
0.023798286747963478,-0.0011924514663405716,0.1077464914744875,-0.005053082352969795,-0.0023793696037804086,0.041048331977799536,0.007252541639415236,0.014296498510520905,18
0.03486618729075417,-0.0006561293189103405,-0.03541876933304593,-0.0028056654661971453,-0.0005329283769242466,-0.03975337903248146,-0.013625847317355996,-0.048884877035743554,19
0.057741523976437746,-0.0011871458302872876,0.023049347151148442,0.03163375704898499,-0.0015562108582040915,-0.011017030648266276,0.006915138902453085,-0.04272219096310437,20
0.020853572162256265,-0.0011340320071515939,0.01413600713131018,-0.004617541073821485,-0.0017723541551580033,0.05934908864631628,0.004263343106140382,0.013251161097044436,21
0.03830036122817546,-0.0012100596989815433,0.11078978831258914,0.04099936574542274,-0.0022728098401178917,0.058445514590130185,-0.00989088254282251,0.015601631898122529,22
0.004112126506515779,-0.0011275001568719744,-0.07299356991037105,-0.0033056556053149204,-0.00026920869325598083,-0.029043015965726227,-0.007976062322268263,0.015744412967857595,23
-0.07035042907615813,-0.0011628018148864309,-0.06019605680582269,-0.002528305460388462,-0.0014749173230181138,0.05033421594610748,-0.005969079920517591,-0.036915881602908485,24
0.07352570137688114,-0.0002803887725652506,0.1183217981471292,-0.005190147898004701,-0.0018135142823060353,-0.02887527416460216,-0.019921297046433514,0.013039092319862297,25
-0.03723371230104628,-0.0009732096805237234,-0.07276864262239542,-0.003148808896852036,-0.0013837585574947298,0.05218428373530817,0.004836339434647622,0.012936309942354758,26
-0.0382636478500596,-0.0013500517001375557,-0.017295688258794448,-0.002216790255624801,-0.0011096664374539008,-0.028092362392150485,0.008244164276402444,-0.04502167164852532,27
-0.0513060908037005,-0.001387484511360526,-0.07850108528121685,-0.0026036949983487528,-0.0008948979317210615,-0.0030882249702699482,-0.00699587234800371,0.01431041625328362,28
0.029740161343943326,-0.00040166490944102404,0.11506290061515756,-0.005173029758346577,-0.0022213085166489085,0.044079787958374556,-0.016060272270503145,0.013468140427721664,29
0.028478425894475853,-0.0010522530569384496,-0.07580088613710055,-0.0031610030341350163,-0.0004880642557206253,-0.01913798618867683,0.009748640639008955,0.01615308197312212,30
-0.045259893176262264,-0.0015916051575914024,-0.01367865406209603,-0.0027186064748093487,-0.0014727462160711486,-0.0013356605738711854,-0.0075108027318492535,0.015200101723894476,31
-0.07583864612097387,-0.001462597231147811,0.1069566652692932,-0.0033354539249558003,-0.0022692185593768954,-0.005950246380719667,0.008243245565487693,0.013924254995072261,32
0.022551035784029713,-0.0005456490558572114,-0.032475634646834804,-0.003244701381966782,-0.000520511344075203,-0.028432656733396774,0.009084605627382796,0.017774860441568306,33
0.03977514639652024,-0.0008877939719241113,0.12183255806739908,-0.004335410182829946,-0.0017524014071871837,-0.034676582131457204,0.009754731961099121,0.016490447437778735,34
-0.05889115864605022,-0.0009153172257356345,-0.07588831376342568,-0.0029827728401869537,-0.001503478716282795,0.029015514823064827,0.007217909397634988,0.014162527505929272,35
0.014205547030239055,-0.0011428771676340451,0.10095274283958133,-0.004722613171907142,-0.002073135878890753,0.004350655153393746,0.0075768053308517365,0.01373183771793265,36
0.009806919447146355,-0.0008950262175252041,-0.07758019312847561,-0.0038017662009224296,-0.0007608635700307786,0.04807990794070065,-0.011549277933469663,0.013714572773703063,37
0.0017320405449330186,-0.0005644386867061258,-0.035255736100953075,-0.0034844901451530556,-0.000520511344075203,-0.033376649469331214,0.007644346449524164,0.017309902268849934,38
0.027308511200438566,-0.0008073968385967115,-0.0777612761031681,-0.0029568223408811415,-0.00044702811477084954,-0.029534225423897928,0.009462401412505036,0.016581557218645078,39
-0.06351620378651811,-0.0014409358108726641,-0.07814840453211218,-0.002521662941823403,-0.000779158928586791,-0.014131340838503093,-0.006988231742676969,0.014237885231462617,40
0.03779145440785214,-0.0009792416201283535,0.11370493896344366,0.039411722614507504,-0.0024856068504353363,0.044498340574015555,0.00782427390125425,0.01584791574277915,41
-0.004447646738844924,-0.0005644386867061258,-0.03425483056344092,-0.0035634125000797213,-0.000520511344075203,-0.026530590698045368,0.007912525620001058,0.01680999910264897,42
-0.012131131614053933,-0.000837340970368435,-0.03841707550454885,-0.003152054621993254,-0.0008569616319922109,-0.0011595258237017938,0.007273213542066515,0.015354585141176358,43
0.033772468015862006,-0.0011021707012938955,-0.012918631394859404,-0.003261658771468016,-0.0008175098958114783,-0.039648540177343726,-0.00921772502673169,0.01745590311960162,44
0.0048488001135410744,-0.000837340970368435,-0.07837095220068781,-0.003542893399329235,-0.0006564914986180762,-0.0015835631890998533,0.008342815972476577,0.015130111709004268,45
-0.024541271623456852,-0.001085466945854326,-0.07862742139453378,-0.0022524683154188097,-0.0005704984650947154,-0.03370964199809047,-0.01684355500425833,-0.040218421820706375,46
